id,label,prediction,statement
18761,1,0,"Farm bankruptcies are ""at an eight-year high."
4536,0,0,Corrupt political bosses. Money laundering. Fraud. It's just another day at the office for Vin Gopal.
8445,1,1,"Chris Christie ""helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage."
2512,0,0,"Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result ""the deer population has dwindled."
12050,1,1,"Says Hillary Clinton ""wants sanctuary cities."
532,0,0,"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes."
22084,0,0,Norway readies its military to counter Biden.
22527,0,0,"Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster."
10688,0,0,"Under the Iran deal: ""If Israel attacks Iran … we're supposed to be on Iran's side."
3874,0,0,Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district he's seeking to represent.
1208,1,0,"A cap-and-trade plan promoted by Barack Obama would hit hardest ""those already struggling to make ends meet."
22867,0,0,Video shows U.S. Rep. Jim Jordan slapping special counsel Robert Mueller.
12362,0,0,"Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika."
16470,0,0,Over 90% of the American people think we have to get assault weapons off the street  — period.
6872,1,0,"Says Chris Christie ""vetoed"" a ""jobs package"" of ""30 bills."
8027,0,0,"Says ""new mandates are already reducing full-time employment."
30,1,1,"Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance."
9545,0,0,"3,000 teachers lost their jobs when (Crist) was governor."
20386,0,0,Pfizer vaccine contains living particles that can germinate to cause sickness.
14762,0,0,Mexico's Next President Calls for An Invasion Of The US
14018,0,0,"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state."
12191,0,0,Says President Bill Clinton did not sign NAFTA.
18693,0,0,"As part of the Obama administration's criminal justice reforms, ""38,000 prisoners were released from federal prison."
2571,0,0,"Of those 850,000 (new Texas) jobs, most were public-sector jobs and minimum-wage jobs."
9025,1,0,"Dan Patrick was the only state senator ""who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses."
8830,0,0,"The media ""widely overlooked"" comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from."
21535,0,0,The N.C. GOP came out in support of Sen. [Rick] Scott's extremist policy to 'Rescue America.'
11900,0,0,"My administration is ""well represented both racially, ethnically and gender-wise."
22013,0,0,Future and Malia Obama are expecting first child together.
20210,0,0,"A video shows the ""Taliban hanging someone from a helicopter."
21902,0,1,"In New York, you need to show identification to buy whipped cream, but not to vote."
11167,1,1,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese."
12033,0,0,"Says Donald Trump ""always pays his bills promptly."
23313,0,0,Photo shows a highway in Houston.
13759,0,0,Computer models show Irma destroying New York City on Sept. 10.
17715,0,0,Italian Parliament Calls For The Arrest of Bill Gates
21020,0,0,"A 2022 video shows ""Ukrainian and Russian soldiers face to face."
21656,0,0,The immune system does not exist.
16656,0,0,"If folks are vaping a legal medical cannabis product that comes from any of the New York state operators, they will not have to worry about the negative impacts on their lungs."
18257,1,0,"Says Donald Trump ""proposes cutting a half a billion dollars of local police support."
792,1,0,McCain called for less regulation 21 times just this year.
13367,0,0,"A University of Texas ""student pulled out a concealed handgun"" on a knife-wielding suspect ""and made him back down."
19773,0,0,An Ohio doctor died from a COVID-19 vaccine.
237,1,0,"Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts."
9676,0,0,I don't know who (Jonathan Gruber) is.
3757,1,0,"Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle."
20709,0,0,"People vaccinated for COVID-19 ""do not spread the disease to anyone else."
14136,0,0,"In Milwaukee, ""murder is up an astonishing 57 percent."
17477,0,0,"Say televangelist Pat Robertson said some young people ""are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies' private parts and that's where I think the (corona)virus came from."
9910,1,1,"It used to be that the only children at school who weren't vaccinated were those who had true medical"" conditions. ""Now there are 19 states that allow personal belief exemptions."
14390,0,0,A quarter of our guns are sold outside of the background checks.
10191,0,0,"$29 is what ""families on SNAP (i.e. food stamps) have to live on for a week."
7067,0,1,"Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years."
3717,0,1,Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.
8840,0,0,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can."
7555,1,0,"Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound."
13524,1,1,"When Obamacare was signed into law, CBO estimated that 23 million people would be covered in Obamacare's exchanges in 2017. They were off by more than 100 percent. Only 10.3 million people are covered by Obamacare."
7931,1,0,Unemployment in the city of St. Petersburg is below the state average.
16676,0,0,"Says President Barack Obama was ""furious"" that he was caught on camera holding a pro-Muslim book."
22801,0,0,"Images show ""Putin has been arrested."
14616,1,0,"Says Joe Manchin displayed an ""unwillingness to change the failed Obamacare."
3870,0,0,"Says that President Obama said, ""Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?"
558,1,0,Says Obama flip-flopped on banning handguns.
21682,0,1,"In Virginia, we actually do protect same-sex marriage."
13026,0,0,"Says Donald Trump was ""caught investing in (the) Dakota Pipeline before signing it."
15075,0,0,"Says Beto O'Rourke voted ""against body armor for Texas sheriffs patrolling the border."
18961,0,0,"Residents the Wisconsin Election Commission suspected of moving are ""illegal voters."
16340,0,0,"Says Walmart is ""one of the largest sellers of assault-style weapons."
1311,1,1,"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s."
11877,1,1,"Says Donald Trump has ""bankrupted his companies not once, not twice but four times."
5865,1,0,"Says state Sen. Paul Sarlo ""said in February on NJTV, 'there will be no tax increases in this budget'"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million."
3825,0,0,"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obama's policies have led to groceries going up 29 percent."
20384,0,0,"Bill Clinton death ruled a homicide, death by poison."
4426,1,0,"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had ""no increase."
14293,1,0,"About New York state: ""We have the highest debt per capita."
4379,1,0,Says David Dewhurst accused Cruz of being a Red Chinese Communist.
6469,0,0,"Says Bill Nelson sold agricultural land ""for home development, pocketing at least $1.4 million."
